Load_Port,Item_Class,ETD_Yr,ETD_Day,ETD_Mth,ETA_Yr,ETD_Day_1,ETD_Mth_1,Sum_Shipped_Msr,Load_port_1,HK_Prev_diff_ETD,HK_Prev_diff_ETA,HK_Next_diff_ETD,HK_Next_diff_ETA,UK_Prev_diff_ETD,UK_Prev_diff_ETA,UK_Next_diff_ETD,UK_Next_diff_ETA,prev_Shipped_Msr,prev_ETD_Dte_diff,Transport_Days
CHINA - SHANGHAI,C-Trousers,2016,11,29,2016,11,29,5.02,CHINA - SHANGHAI,-50,-79,26,4,-92,-1,26,4,8.82,70,29
CHINA - SHANGHAI,C-Trousers,2016,12,20,2017,12,20,7.004,CHINA - SHANGHAI,-71,-101,5,9,-113,-17,5,85,5.02,21,30
CHINA - SHANGHAI,D-Jackets,2017,1,9,2017,1,9,35.769,CHINA - SHANGHAI,-7,-37,19,55,-7,-37,95,65,31.4,34,30
CHINA - SHANGHAI,D-Jackets,2017,1,22,2017,1,22,8.388,CHINA - SHANGHAI,-20,-54,6,38,-20,-54,82,48,35.769,13,34
CHINA - SHANGHAI,D-Jackets,2017,1,24,2017,1,24,17.31,CHINA - SHANGHAI,-22,-66,4,26,-22,-66,80,36,8.388,2,44
CHINA - SHANGHAI,D-Jackets,2017,2,1,2017,2,1,8.93,CHINA - SHANGHAI,-1,-27,62,36,-30,-56,72,46,17.31,8,26
CHINA - SHANGHAI,D-Jackets,2016,4,24,2016,4,24,9.361,CHINA - SHANGHAI,-20,-49,7,17,-27,-21,8,7,0.72,7,29
CHINA - SHANGHAI,D-Jackets,2016,5,1,2016,5,1,174.068,CHINA - SHANGHAI,0,-28,1,11,-34,-27,1,1,9.361,7,28
CHINA - SHANGHAI,D-Jackets,2016,5,12,2016,5,12,641.16,CHINA - SHANGHAI,-10,-43,2,17,-10,-15,18,76,174.068,11,33
CHINA - SHANGHAI,D-Jackets,2016,5,15,2016,5,15,4.61,CHINA - SHANGHAI,-1,-29,25,19,-13,-13,15,78,641.16,3,28
CHINA - SHANGHAI,D-Jackets,2016,5,24,2016,5,24,87.53,CHINA - SHANGHAI,-10,-40,16,8,-22,-24,6,67,4.61,9,30
CHINA - SHANGHAI,D-Jackets,2016,6,1,2016,6,1,210.49,CHINA - SHANGHAI,-18,-48,8,77,-2,-32,89,59,87.53,8,30
CHINA - SHANGHAI,D-Jackets,2016,6,6,2016,6,6,229.818,CHINA - SHANGHAI,-23,-50,3,75,-7,-34,84,57,210.49,5,27
CHINA - SHANGHAI,D-Jackets,2016,6,15,2016,6,15,45.84,CHINA - SHANGHAI,-6,-35,16,64,-16,-45,75,46,229.818,9,29
CHINA - SHANGHAI,D-Jackets,2016,6,26,2016,6,26,48.63,CHINA - SHANGHAI,-17,-47,5,52,-27,-57,64,34,45.84,11,30
CHINA - SHANGHAI,D-Jackets,2016,6,28,2016,6,28,228.431,CHINA - SHANGHAI,-19,-49,3,50,-29,-59,62,32,48.63,2,30
CHINA - SHANGHAI,D-Jackets,2016,7,5,2016,7,5,0,CHINA - SHANGHAI,-4,-32,73,45,-36,-64,55,27,228.431,7,28
CHINA - SHANGHAI,D-Jackets,2016,7,9,2016,7,9,80.434,CHINA - SHANGHAI,-8,-40,69,37,-40,-72,51,19,0,4,32
CHINA - SHANGHAI,D-Jackets,2016,7,13,2016,7,13,286.812,CHINA - SHANGHAI,-12,-40,65,37,-44,-72,47,19,80.434,4,28
CHINA - SHANGHAI,D-Jackets,2016,7,23,2016,7,23,0,CHINA - SHANGHAI,-22,-51,55,26,-54,-83,37,8,286.812,10,29
CHINA - SHANGHAI,D-Jackets,2016,7,23,2016,7,23,69.25,CHINA - SHANGHAI,-22,-51,55,26,-54,-83,37,8,286.812,10,30
CHINA - SHANGHAI,D-Jackets,2016,7,29,2016,7,29,108.465,CHINA - SHANGHAI,-28,-57,49,20,-60,-89,31,2,69.25,6,29
CHINA - SHANGHAI,D-Jackets,2016,7,29,2016,7,29,108.465,CHINA - SHANGHAI,-28,-57,49,20,-60,-89,31,2,0,6,29
CHINA - SHANGHAI,D-Jackets,2016,7,29,2016,7,29,249,CHINA - SHANGHAI,-28,-57,49,20,-60,-89,31,2,69.25,6,30
CHINA - SHANGHAI,D-Jackets,2016,7,29,2016,7,29,249,CHINA - SHANGHAI,-28,-57,49,20,-60,-89,31,2,0,6,30
CHINA - SHANGHAI,D-Jackets,2016,7,31,2016,7,31,0,CHINA - SHANGHAI,-30,-59,47,18,-62,0,29,118,249,2,29
CHINA - SHANGHAI,D-Jackets,2016,7,31,2016,7,31,0,CHINA - SHANGHAI,-30,-59,47,18,-62,0,29,118,108.465,2,29
CHINA - SHANGHAI,D-Jackets,2016,8,3,2016,8,3,396.892,CHINA - SHANGHAI,-33,-61,44,16,-65,-2,26,116,0,3,28
CHINA - SHANGHAI,D-Jackets,2016,8,7,2016,8,7,0,CHINA - SHANGHAI,-37,-65,40,12,-69,-6,22,112,396.892,4,28
CHINA - SHANGHAI,D-Jackets,2016,8,9,2016,8,9,0,CHINA - SHANGHAI,-39,-68,38,9,-71,-9,20,109,0,2,29
CHINA - SHANGHAI,D-Jackets,2016,8,10,2016,8,10,44.4,CHINA - SHANGHAI,-40,-68,37,9,-72,-9,19,109,0,1,28
CHINA - SHANGHAI,D-Jackets,2016,8,14,2016,8,14,111.335,CHINA - SHANGHAI,-44,-72,33,5,-76,-13,15,105,44.4,4,28
CHINA - SHANGHAI,D-Jackets,2016,8,16,2016,8,16,284.094,CHINA - SHANGHAI,-46,-75,31,2,-78,-16,13,102,111.335,2,29
CHINA - SHANGHAI,D-Jackets,2016,8,17,2016,8,17,280,CHINA - SHANGHAI,-47,-78,30,14,-79,-19,12,99,284.094,1,31
CHINA - SHANGHAI,D-Jackets,2016,8,24,2016,8,24,209.095,CHINA - SHANGHAI,-54,-82,23,10,-86,-23,5,95,280,7,28
CHINA - SHANGHAI,D-Jackets,2016,8,30,2016,8,30,130.32,CHINA - SHANGHAI,-60,-89,17,3,-1,-30,117,88,209.095,6,29
CHINA - SHANGHAI,D-Jackets,2016,9,5,2016,9,5,0,CHINA - SHANGHAI,-66,-94,11,6,-7,-35,111,83,130.32,6,28
CHINA - SHANGHAI,D-Jackets,2016,9,6,2016,9,6,122.117,CHINA - SHANGHAI,-67,-96,10,4,-8,-37,110,81,0,1,29
CHINA - SHANGHAI,D-Jackets,2016,9,13,2016,9,13,14.02,CHINA - SHANGHAI,-74,-103,3,74,-15,-44,103,74,122.117,7,29
CHINA - SHANGHAI,D-Jackets,2016,9,20,2016,9,20,74.66,CHINA - SHANGHAI,-4,-32,11,68,-22,-50,96,68,14.02,7,28
CHINA - SHANGHAI,D-Jackets,2016,9,26,2016,9,26,75,CHINA - SHANGHAI,-10,-37,5,63,-28,-55,90,63,74.66,6,27
CHINA - SHANGHAI,D-Jackets,2016,9,27,2016,9,27,38.045,CHINA - SHANGHAI,-11,-41,4,59,-29,-59,89,59,75,1,30
CHINA - SHANGHAI,D-Jackets,2016,10,7,2016,10,7,53.64,CHINA - SHANGHAI,-6,-39,2,46,-39,-72,79,46,38.045,10,33
CHINA - SHANGHAI,D-Jackets,2016,11,10,2016,11,10,5.1,CHINA - SHANGHAI,-31,-62,45,14,-73,-104,45,14,53.64,34,31
CHINA - SHANGHAI,D-Jackets,2016,11,22,2016,11,22,9.46,CHINA - SHANGHAI,-43,-73,33,3,-85,-115,33,3,5.1,12,30
CHINA - SHANGHAI,D-Jackets,2016,12,6,2017,12,6,31.4,CHINA - SHANGHAI,-57,-87,19,23,-99,-3,19,99,9.46,14,30
CHINA - SHANGHAI,F-Sweatshirts,2017,1,22,2017,1,22,52.859,CHINA - SHANGHAI,-20,-54,6,38,-20,-54,82,48,48.61,22,34
CHINA - SHANGHAI,F-Sweatshirts,2017,2,1,2017,2,1,21.799,CHINA - SHANGHAI,-1,-37,62,26,-30,-66,72,36,52.859,10,36
CHINA - SHANGHAI,F-Sweatshirts,2017,3,14,2017,3,14,4.786,CHINA - SHANGHAI,-42,-72,21,1,-71,-101,31,1,21.799,41,30
CHINA - SHANGHAI,F-Sweatshirts,2016,6,26,2016,6,26,6,CHINA - SHANGHAI,-17,-47,5,52,-27,-57,64,34,2.96,11,30
CHINA - SHANGHAI,F-Sweatshirts,2016,6,28,2016,6,28,77.32,CHINA - SHANGHAI,-19,-49,3,50,-29,-59,62,32,6,2,30
CHINA - SHANGHAI,F-Sweatshirts,2016,7,13,2016,7,13,71.987,CHINA - SHANGHAI,-12,-40,65,37,-44,-72,47,19,77.32,15,28
CHINA - SHANGHAI,F-Sweatshirts,2016,7,23,2016,7,23,14.511,CHINA - SHANGHAI,-22,-52,55,25,-54,-84,37,7,71.987,10,30
CHINA - SHANGHAI,F-Sweatshirts,2016,7,31,2016,7,31,120.25,CHINA - SHANGHAI,-30,-59,47,18,-62,0,29,118,14.511,8,29
CHINA - SHANGHAI,F-Sweatshirts,2016,8,16,2016,8,16,53.146,CHINA - SHANGHAI,-46,-75,31,2,-78,-16,13,102,120.25,16,29
CHINA - SHANGHAI,F-Sweatshirts,2016,8,24,2016,8,24,62.68,CHINA - SHANGHAI,-54,-82,23,10,-86,-23,5,95,53.146,8,28
CHINA - SHANGHAI,F-Sweatshirts,2016,9,6,2016,9,6,49.091,CHINA - SHANGHAI,-67,-96,10,4,-8,-37,110,81,62.68,13,29
CHINA - SHANGHAI,F-Sweatshirts,2016,11,3,2016,11,3,16.896,CHINA - SHANGHAI,-24,-52,52,24,-66,-94,52,24,49.091,58,28
CHINA - SHANGHAI,F-Sweatshirts,2016,11,19,2016,11,19,12.08,CHINA - SHANGHAI,-40,-69,36,7,-82,-111,36,7,16.896,16,29
CHINA - SHANGHAI,F-Sweatshirts,2016,12,20,2017,12,20,47.796,CHINA - SHANGHAI,-71,-101,5,9,-113,-17,5,85,12.08,31,30
CHINA - SHANGHAI,F-Sweatshirts,2016,12,31,2017,12,31,48.61,CHINA - SHANGHAI,-4,-36,1,62,-4,-30,1,72,47.796,11,32
CHINA - SHANGHAI,I-Knitwear,2017,3,11,2017,3,11,4.9,CHINA - SHANGHAI,-39,-69,24,4,-68,-98,34,4,14.64,102,30
CHINA - SHANGHAI,I-Knitwear,2016,4,14,2016,4,14,2.6,CHINA - SHANGHAI,-10,-37,17,3,-17,-9,18,19,11.17,20,27
CHINA - SHANGHAI,I-Knitwear,2016,4,17,2016,4,17,8.19,CHINA - SHANGHAI,-13,-52,14,14,-20,-24,15,4,2.6,3,39
CHINA - SHANGHAI,I-Knitwear,2016,4,24,2016,4,24,2.64,CHINA - SHANGHAI,-20,-49,7,17,-27,-21,8,7,8.19,7,29
CHINA - SHANGHAI,I-Knitwear,2016,6,26,2016,6,26,31.04,CHINA - SHANGHAI,-17,-47,5,52,-27,-57,64,34,2.64,63,30
CHINA - SHANGHAI,I-Knitwear,2016,7,9,2016,7,9,10.24,CHINA - SHANGHAI,-8,-35,69,42,-40,-67,51,24,31.04,13,27
CHINA - SHANGHAI,I-Knitwear,2016,7,13,2016,7,13,59.1,CHINA - SHANGHAI,-12,-40,65,37,-44,-72,47,19,10.24,4,28
CHINA - SHANGHAI,I-Knitwear,2016,7,20,2016,7,20,25.29,CHINA - SHANGHAI,-19,-48,58,29,-51,-80,40,11,59.1,7,29
CHINA - SHANGHAI,I-Knitwear,2016,7,23,2016,7,23,4.5,CHINA - SHANGHAI,-22,-52,55,25,-54,-84,37,7,25.29,3,30
CHINA - SHANGHAI,I-Knitwear,2016,8,3,2016,8,3,41.78,CHINA - SHANGHAI,-33,-61,44,16,-65,-2,26,116,4.5,11,28
CHINA - SHANGHAI,I-Knitwear,2016,8,9,2016,8,9,24.2,CHINA - SHANGHAI,-39,-68,38,9,-71,-9,20,109,41.78,6,29
CHINA - SHANGHAI,I-Knitwear,2016,8,30,2016,8,30,25.71,CHINA - SHANGHAI,-60,-89,17,3,-1,-30,117,88,24.2,21,29
CHINA - SHANGHAI,I-Knitwear,2016,9,6,2016,9,6,54.65,CHINA - SHANGHAI,-67,-96,10,4,-8,-37,110,81,25.71,7,29
CHINA - SHANGHAI,I-Knitwear,2016,9,11,2016,9,11,42.15,CHINA - SHANGHAI,-72,-96,5,4,-13,-37,105,81,54.65,5,24
CHINA - SHANGHAI,I-Knitwear,2016,9,13,2016,9,13,35.44,CHINA - SHANGHAI,-74,-103,3,74,-15,-44,103,74,42.15,2,29
CHINA - SHANGHAI,I-Knitwear,2016,9,20,2016,9,20,25.56,CHINA - SHANGHAI,-4,-32,11,68,-22,-50,96,68,35.44,7,28
CHINA - SHANGHAI,I-Knitwear,2016,9,27,2016,9,27,51.65,CHINA - SHANGHAI,-11,-41,4,59,-29,-59,89,59,25.56,7,30
CHINA - SHANGHAI,I-Knitwear,2016,11,29,2016,11,29,14.64,CHINA - SHANGHAI,-50,-79,26,4,-92,-1,26,4,51.65,63,29
CHINA - SHANGHAI,K-Shirts,2016,7,13,2016,7,13,0,CHINA - SHANGHAI,-12,-40,65,37,-44,-72,47,19,0,4,28
CHINA - SHANGHAI,K-Shirts,2016,8,3,2016,8,3,14.47,CHINA - SHANGHAI,-33,-61,44,16,-65,-2,26,116,0,21,28
CHINA - SHANGHAI,K-Shirts,2016,8,24,2016,8,24,17.57,CHINA - SHANGHAI,-54,-82,23,10,-86,-23,5,95,14.47,21,28
CHINA - SHANGHAI,K-Shirts,2016,9,20,2016,9,20,1.3,CHINA - SHANGHAI,-4,-32,11,68,-22,-50,96,68,17.57,27,28
CHINA - SHANGHAI,K-Shirts,2016,11,19,2016,11,19,13.77,CHINA - SHANGHAI,-40,-69,36,7,-82,-111,36,7,1.3,60,29
CHINA - SHANGHAI,M-Tops,2017,1,24,2017,1,24,7.6,CHINA - SHANGHAI,-22,-66,4,26,-22,-66,80,36,46.684,56,44
CHINA - SHANGHAI,M-Tops,2016,4,24,2016,4,24,1.056,CHINA - SHANGHAI,-20,-49,7,17,-27,-21,8,7,10.72,7,29
CHINA - SHANGHAI,M-Tops,2016,5,1,2016,5,1,6.2,CHINA - SHANGHAI,0,-28,1,11,-34,-27,1,1,1.056,7,28
CHINA - SHANGHAI,M-Tops,2016,5,12,2016,5,12,8.913,CHINA - SHANGHAI,-10,-43,2,17,-10,-15,18,76,6.2,11,33
CHINA - SHANGHAI,M-Tops,2016,5,15,2016,5,15,11.76,CHINA - SHANGHAI,-1,-29,25,19,-13,-13,15,78,8.913,3,28
CHINA - SHANGHAI,M-Tops,2016,6,8,2016,6,8,7.43,CHINA - SHANGHAI,-25,-54,1,71,-9,-38,82,53,11.76,24,29
CHINA - SHANGHAI,M-Tops,2016,6,28,2016,6,28,6.99,CHINA - SHANGHAI,-19,-49,3,50,-29,-59,62,32,7.43,20,30
CHINA - SHANGHAI,M-Tops,2016,7,13,2016,7,13,0,CHINA - SHANGHAI,-12,-40,65,37,-44,-72,47,19,6.99,15,28
CHINA - SHANGHAI,M-Tops,2016,8,16,2016,8,16,80.665,CHINA - SHANGHAI,-46,-75,31,2,-78,-16,13,102,0,34,29
CHINA - SHANGHAI,M-Tops,2016,8,30,2016,8,30,17.813,CHINA - SHANGHAI,-60,-89,17,3,-1,-30,117,88,80.665,14,29
CHINA - SHANGHAI,M-Tops,2016,9,20,2016,9,20,8.17,CHINA - SHANGHAI,-4,-32,11,68,-22,-50,96,68,17.813,21,28
CHINA - SHANGHAI,M-Tops,2016,11,19,2016,11,19,32.08,CHINA - SHANGHAI,-40,-69,36,7,-82,-111,36,7,8.17,60,29
CHINA - SHANGHAI,M-Tops,2016,11,22,2016,11,22,11.453,CHINA - SHANGHAI,-43,-73,33,3,-85,-115,33,3,32.08,3,30
CHINA - SHANGHAI,M-Tops,2016,11,29,2016,11,29,46.684,CHINA - SHANGHAI,-50,-79,26,4,-92,-1,26,4,11.453,7,29
CHINA - SHANGHAI,S-Shorts,2017,1,22,2017,1,22,8.27,CHINA - SHANGHAI,-20,-54,6,38,-20,-54,82,48,7.84,26,34
CHINA - SHANGHAI,S-Shorts,2016,12,27,2017,12,27,7.84,CHINA - SHANGHAI,0,-30,5,2,0,-24,5,78,23.747,7,30
CHINA - SHANGHAI,Y-Skirts,2016,5,1,2016,5,1,3.852,CHINA - SHANGHAI,0,-28,1,11,-34,-27,1,1,6.58,28,28
CHINA - SHANGHAI,Y-Skirts,2016,6,8,2016,6,8,3.382,CHINA - SHANGHAI,-25,-54,1,71,-9,-38,82,53,3.852,38,29
CHINA - SHANGHAI,Y-Skirts,2016,6,26,2016,6,26,33.77,CHINA - SHANGHAI,-17,-47,5,52,-27,-57,64,34,3.382,18,30
CHINA - SHANGHAI,Y-Skirts,2016,6,28,2016,6,28,0,CHINA - SHANGHAI,-19,-49,3,50,-29,-59,62,32,33.77,2,30
CHINA - SHANGHAI,Y-Skirts,2016,7,9,2016,7,9,0,CHINA - SHANGHAI,-8,-40,69,37,-40,-72,51,19,0,11,32
CHINA - SHANGHAI,Y-Skirts,2016,7,13,2016,7,13,55.9,CHINA - SHANGHAI,-12,-40,65,37,-44,-72,47,19,0,4,28
CHINA - SHANGHAI,Y-Skirts,2016,7,23,2016,7,23,90.22,CHINA - SHANGHAI,-22,-52,55,25,-54,-84,37,7,55.9,10,30
CHINA - SHANGHAI,Y-Skirts,2016,8,16,2016,8,16,50.97,CHINA - SHANGHAI,-46,-75,31,2,-78,-16,13,102,90.22,24,29
CHINA - SHANGHAI,Y-Skirts,2016,8,24,2016,8,24,57.919,CHINA - SHANGHAI,-54,-82,23,10,-86,-23,5,95,50.97,8,28
CHINA - SHANGHAI,Y-Skirts,2016,8,30,2016,8,30,18.68,CHINA - SHANGHAI,-60,-89,17,3,-1,-30,117,88,57.919,6,29
CHINA - SHANGHAI,Y-Skirts,2016,9,20,2016,9,20,24.6,CHINA - SHANGHAI,-4,-32,11,68,-22,-50,96,68,18.68,21,28
CHINA - SHANGHAI,Y-Skirts,2016,12,13,2017,12,13,4.04,CHINA - SHANGHAI,-64,-93,12,17,-106,-9,12,93,24.6,84,29
CHINA - XIAMEN,D-Jackets,2017,2,2,2017,2,2,23.33,CHINA - XIAMEN,-2,-37,61,26,-31,-66,71,36,11.41,46,35
CHINA - XIAMEN,D-Jackets,2016,12,18,2017,12,18,11.41,CHINA - XIAMEN,-69,-96,7,14,-111,-12,7,90,38.27,36,27
CHINA - XIAMEN,I-Knitwear,2016,9,3,2016,9,3,0,CHINA - XIAMEN,-64,-89,13,3,-5,-30,113,88,9.042,37,25
CHINA - YANTIAN,B-Jeans,2017,1,2,2017,1,2,14.09,CHINA - YANTIAN,0,-30,26,62,0,-30,102,72,18.198,3,30
CHINA - YANTIAN,B-Jeans,2017,1,9,2017,1,9,13.76,CHINA - YANTIAN,-7,-37,19,55,-7,-37,95,65,14.09,7,30
CHINA - YANTIAN,B-Jeans,2017,1,13,2017,1,13,47.48,CHINA - YANTIAN,-11,-37,15,55,-11,-37,91,65,13.76,4,26
CHINA - YANTIAN,B-Jeans,2017,1,13,2017,1,13,46.98,CHINA - YANTIAN,-11,-37,15,55,-11,-37,91,65,13.76,4,29
CHINA - YANTIAN,B-Jeans,2017,1,16,2017,1,16,26.282,CHINA - YANTIAN,-14,-44,12,48,-14,-44,88,58,46.98,3,30
CHINA - YANTIAN,B-Jeans,2017,1,16,2017,1,16,26.282,CHINA - YANTIAN,-14,-44,12,48,-14,-44,88,58,47.48,3,30
CHINA - YANTIAN,B-Jeans,2017,1,19,2017,1,19,64.186,CHINA - YANTIAN,-17,-42,9,50,-17,-42,85,60,26.282,3,25
CHINA - YANTIAN,B-Jeans,2017,1,23,2017,1,23,26.3,CHINA - YANTIAN,-21,-54,5,38,-21,-54,81,48,64.186,4,33
CHINA - YANTIAN,B-Jeans,2017,1,29,2017,1,29,82.848,CHINA - YANTIAN,0,-42,1,23,-27,-69,75,33,26.3,6,42
CHINA - YANTIAN,B-Jeans,2017,1,30,2017,1,30,18.57,CHINA - YANTIAN,0,-31,1,33,-28,-59,74,43,82.848,1,31
CHINA - YANTIAN,B-Jeans,2017,2,27,2017,2,27,27.128,CHINA - YANTIAN,-27,-56,36,7,-56,-85,46,17,18.57,28,29
CHINA - YANTIAN,B-Jeans,2017,3,6,2017,3,6,17.46,CHINA - YANTIAN,-34,-58,29,5,-63,-87,39,15,27.128,7,24
CHINA - YANTIAN,B-Jeans,2017,3,14,2017,3,14,15.8,CHINA - YANTIAN,-42,-69,21,4,-71,-98,31,4,17.46,8,27
CHINA - YANTIAN,B-Jeans,2017,3,20,2017,3,20,9.94,CHINA - YANTIAN,-48,-72,15,1,-77,-101,25,1,15.8,6,24
CHINA - YANTIAN,B-Jeans,2016,4,1,2016,4,1,20.83,CHINA - YANTIAN,-4,-27,3,7,-4,-27,31,8,27.054,7,23
CHINA - YANTIAN,B-Jeans,2016,4,5,2016,4,5,37.46,CHINA - YANTIAN,-1,-23,26,4,-8,-30,27,5,20.83,4,22
CHINA - YANTIAN,B-Jeans,2016,4,12,2016,4,12,14.54,CHINA - YANTIAN,-8,-30,19,10,-15,-2,20,26,37.46,7,22
CHINA - YANTIAN,B-Jeans,2016,4,14,2016,4,14,23.77,CHINA - YANTIAN,-10,-34,17,6,-17,-6,18,22,14.54,2,24
CHINA - YANTIAN,B-Jeans,2016,4,18,2016,4,18,26.99,CHINA - YANTIAN,-14,-39,13,1,-21,-11,14,17,23.77,4,25
CHINA - YANTIAN,B-Jeans,2016,4,26,2016,4,26,43.34,CHINA - YANTIAN,-22,-45,5,21,-29,-17,6,11,26.99,8,23
CHINA - YANTIAN,B-Jeans,2016,5,1,2016,5,1,13.57,CHINA - YANTIAN,0,-24,1,15,-34,-23,1,5,43.34,5,24
CHINA - YANTIAN,B-Jeans,2016,5,8,2016,5,8,65.56,CHINA - YANTIAN,-6,-30,6,8,-6,-2,22,89,13.57,7,24
CHINA - YANTIAN,B-Jeans,2016,5,13,2016,5,13,12,CHINA - YANTIAN,-11,-35,1,3,-11,-7,17,84,65.56,5,24
CHINA - YANTIAN,B-Jeans,2016,5,19,2016,5,19,34.53,CHINA - YANTIAN,-5,-29,21,19,-17,-13,11,78,12,6,24
CHINA - YANTIAN,B-Jeans,2016,5,26,2016,5,26,1.54,CHINA - YANTIAN,-12,-36,14,12,-24,-20,4,71,34.53,7,24
CHINA - YANTIAN,B-Jeans,2016,5,29,2016,5,29,53.86,CHINA - YANTIAN,-15,-40,11,8,-27,-24,1,67,1.54,3,25
CHINA - YANTIAN,B-Jeans,2016,6,3,2016,6,3,47.01,CHINA - YANTIAN,-20,-45,6,3,-4,-29,87,62,53.86,5,25
CHINA - YANTIAN,B-Jeans,2016,6,6,2016,6,6,133.26,CHINA - YANTIAN,-23,-48,3,77,-7,-32,84,59,47.01,3,25
CHINA - YANTIAN,B-Jeans,2016,6,16,2016,6,16,53.16,CHINA - YANTIAN,-7,-31,15,68,-17,-41,74,50,133.26,10,24
CHINA - YANTIAN,B-Jeans,2016,6,20,2016,6,20,65.66,CHINA - YANTIAN,-11,-35,11,64,-21,-45,70,46,53.16,4,24
CHINA - YANTIAN,B-Jeans,2016,6,30,2016,6,30,38.46,CHINA - YANTIAN,-21,-47,1,52,-31,-57,60,34,65.66,10,26
CHINA - YANTIAN,B-Jeans,2016,7,2,2016,7,2,68.982,CHINA - YANTIAN,-1,-25,76,52,-33,-57,58,34,38.46,2,24
CHINA - YANTIAN,B-Jeans,2016,7,4,2016,7,4,57.264,CHINA - YANTIAN,-3,-27,74,50,-35,-59,56,32,68.982,2,24
CHINA - YANTIAN,B-Jeans,2016,7,9,2016,7,9,26.11,CHINA - YANTIAN,-8,-32,69,45,-40,-64,51,27,57.264,5,24
CHINA - YANTIAN,B-Jeans,2016,7,14,2016,7,14,24.16,CHINA - YANTIAN,-13,-37,64,40,-45,-69,46,22,26.11,5,24
CHINA - YANTIAN,B-Jeans,2016,7,14,2016,7,14,54.33,CHINA - YANTIAN,-13,-37,64,40,-45,-69,46,22,26.11,5,27
CHINA - YANTIAN,B-Jeans,2016,7,18,2016,7,18,121.87,CHINA - YANTIAN,-17,-40,60,37,-49,-72,42,19,54.33,4,23
CHINA - YANTIAN,B-Jeans,2016,7,18,2016,7,18,121.87,CHINA - YANTIAN,-17,-40,60,37,-49,-72,42,19,24.16,4,23
CHINA - YANTIAN,B-Jeans,2016,7,21,2016,7,21,54.34,CHINA - YANTIAN,-20,-44,57,33,-52,-76,39,15,121.87,3,24
CHINA - YANTIAN,B-Jeans,2016,7,22,2016,7,22,37.134,CHINA - YANTIAN,-21,-44,56,33,-53,-76,38,15,54.34,1,23
CHINA - YANTIAN,B-Jeans,2016,7,24,2016,7,24,44.33,CHINA - YANTIAN,-23,-47,54,30,-55,-79,36,12,37.134,2,24
CHINA - YANTIAN,B-Jeans,2016,7,28,2016,7,28,70.538,CHINA - YANTIAN,-27,-50,50,27,-59,-82,32,9,44.33,4,23
CHINA - YANTIAN,B-Jeans,2016,7,29,2016,7,29,2.48,CHINA - YANTIAN,-28,-52,49,25,-60,-84,31,7,70.538,1,24
CHINA - YANTIAN,B-Jeans,2016,8,2,2016,8,2,78.558,CHINA - YANTIAN,-32,-55,45,22,-64,-87,27,4,2.48,4,23
CHINA - YANTIAN,B-Jeans,2016,8,7,2016,8,7,42.81,CHINA - YANTIAN,-37,-61,40,16,-69,-2,22,116,78.558,5,24
CHINA - YANTIAN,B-Jeans,2016,8,11,2016,8,11,37.74,CHINA - YANTIAN,-41,-65,36,12,-73,-6,18,112,42.81,4,24
CHINA - YANTIAN,B-Jeans,2016,8,21,2016,8,21,41.718,CHINA - YANTIAN,-51,-75,26,2,-83,-16,8,102,37.74,10,24
CHINA - YANTIAN,B-Jeans,2016,8,25,2016,8,25,39.97,CHINA - YANTIAN,-55,-79,22,13,-87,-20,4,98,41.718,4,24
CHINA - YANTIAN,B-Jeans,2016,9,2,2016,9,2,25.29,CHINA - YANTIAN,-63,-86,14,6,-4,-27,114,91,39.97,8,23
CHINA - YANTIAN,B-Jeans,2016,9,9,2016,9,9,88.76,CHINA - YANTIAN,-70,-93,7,7,-11,-34,107,84,25.29,7,23
