Load_Port,Item_Class,ETD_Yr,ETD_Day,ETD_Mth,ETA_Yr,ETD_Day_1,ETD_Mth_1,Sum_Shipped_Msr,Load_port_1,HK_Prev_diff_ETD,HK_Prev_diff_ETA,HK_Next_diff_ETD,HK_Next_diff_ETA,UK_Prev_diff_ETD,UK_Prev_diff_ETA,UK_Next_diff_ETD,UK_Next_diff_ETA,prev_Shipped_Msr,prev_ETD_Dte_diff,Transport_Days
CHINA - YANTIAN,B-Jeans,2016,9,12,2016,9,12,21.36,CHINA - YANTIAN,-73,-98,4,2,-14,-39,104,79,88.76,3,25
CHINA - YANTIAN,B-Jeans,2016,9,23,2016,9,23,31.39,CHINA - YANTIAN,-7,-31,8,69,-25,-49,93,69,21.36,11,24
CHINA - YANTIAN,B-Jeans,2016,9,23,2016,9,23,19.47,CHINA - YANTIAN,-7,-31,8,69,-25,-49,93,69,21.36,11,23
CHINA - YANTIAN,B-Jeans,2016,9,27,2016,9,27,112.968,CHINA - YANTIAN,-11,-36,4,64,-29,-54,89,64,19.47,4,25
CHINA - YANTIAN,B-Jeans,2016,9,27,2016,9,27,112.968,CHINA - YANTIAN,-11,-36,4,64,-29,-54,89,64,31.39,4,25
CHINA - YANTIAN,B-Jeans,2016,10,2,2016,10,2,63.14,CHINA - YANTIAN,-1,-26,7,59,-34,-59,84,59,112.968,5,25
CHINA - YANTIAN,B-Jeans,2016,10,23,2016,10,23,8.57,CHINA - YANTIAN,-13,-37,63,39,-55,-79,63,39,63.14,21,24
CHINA - YANTIAN,B-Jeans,2016,10,25,2016,10,25,17.66,CHINA - YANTIAN,-15,-42,61,34,-57,-84,61,34,8.57,2,27
CHINA - YANTIAN,B-Jeans,2016,11,1,2016,11,1,11.98,CHINA - YANTIAN,-22,-44,54,32,-64,-86,54,32,17.66,7,22
CHINA - YANTIAN,B-Jeans,2016,11,4,2016,11,4,28.404,CHINA - YANTIAN,-25,-48,51,28,-67,-90,51,28,11.98,3,23
CHINA - YANTIAN,B-Jeans,2016,11,9,2016,11,9,45.83,CHINA - YANTIAN,-30,-52,46,24,-72,-94,46,24,28.404,5,22
CHINA - YANTIAN,B-Jeans,2016,11,13,2016,11,13,19.87,CHINA - YANTIAN,-34,-58,42,18,-76,-100,42,18,45.83,4,24
CHINA - YANTIAN,B-Jeans,2016,11,21,2016,11,21,18.73,CHINA - YANTIAN,-42,-69,34,7,-84,-111,34,7,19.87,8,27
CHINA - YANTIAN,B-Jeans,2016,12,2,2016,12,2,107.124,CHINA - YANTIAN,-53,-76,23,1,-95,0,23,1,18.73,11,23
CHINA - YANTIAN,B-Jeans,2016,12,5,2016,12,5,11.09,CHINA - YANTIAN,-56,-79,20,4,-98,-1,20,4,107.124,3,23
CHINA - YANTIAN,B-Jeans,2016,12,5,2016,12,5,9.99,CHINA - YANTIAN,-56,-79,20,4,-98,-1,20,4,107.124,3,24
CHINA - YANTIAN,B-Jeans,2016,12,9,2017,12,9,28.188,CHINA - YANTIAN,-60,-83,16,1,-102,0,16,1,9.99,4,23
CHINA - YANTIAN,B-Jeans,2016,12,9,2017,12,9,28.188,CHINA - YANTIAN,-60,-83,16,1,-102,0,16,1,11.09,4,23
CHINA - YANTIAN,B-Jeans,2016,12,12,2017,12,12,27.9,CHINA - YANTIAN,-63,-87,13,23,-105,-3,13,99,28.188,3,24
CHINA - YANTIAN,B-Jeans,2016,12,16,2017,12,16,16.33,CHINA - YANTIAN,-67,-90,9,20,-109,-6,9,96,27.9,4,23
CHINA - YANTIAN,B-Jeans,2016,12,19,2017,12,19,40.79,CHINA - YANTIAN,-70,-96,6,14,-112,-12,6,90,16.33,3,26
CHINA - YANTIAN,B-Jeans,2016,12,20,2017,12,20,19.07,CHINA - YANTIAN,-71,-96,5,14,-113,-12,5,90,40.79,1,25
CHINA - YANTIAN,B-Jeans,2016,12,23,2017,12,23,21.86,CHINA - YANTIAN,-74,-97,2,13,-116,-13,2,89,19.07,3,23
CHINA - YANTIAN,B-Jeans,2016,12,25,2017,12,25,12.59,CHINA - YANTIAN,0,-25,1,9,0,-17,1,85,21.86,2,25
CHINA - YANTIAN,B-Jeans,2016,12,26,2017,12,26,7.67,CHINA - YANTIAN,0,-24,1,9,0,-17,1,85,12.59,1,24
CHINA - YANTIAN,B-Jeans,2016,12,30,2017,12,30,18.198,CHINA - YANTIAN,-3,-26,2,6,-3,-20,2,82,7.67,4,23
CHINA - YANTIAN,C-Trousers,2017,1,2,2017,1,2,4.35,CHINA - YANTIAN,0,-30,26,62,0,-30,102,72,9.1,21,30
CHINA - YANTIAN,C-Trousers,2017,1,16,2017,1,16,1.42,CHINA - YANTIAN,-14,-44,12,48,-14,-44,88,58,4.35,14,30
CHINA - YANTIAN,C-Trousers,2017,1,29,2017,1,29,2.418,CHINA - YANTIAN,0,-42,1,23,-27,-69,75,33,1.42,13,42
CHINA - YANTIAN,C-Trousers,2016,4,12,2016,4,12,5.15,CHINA - YANTIAN,-8,-30,19,10,-15,-2,20,26,2.12,7,22
CHINA - YANTIAN,C-Trousers,2016,5,19,2016,5,19,42.64,CHINA - YANTIAN,-5,-29,21,19,-17,-13,11,78,5.15,37,24
CHINA - YANTIAN,C-Trousers,2016,6,3,2016,6,3,6.85,CHINA - YANTIAN,-20,-45,6,3,-4,-29,87,62,42.64,15,25
CHINA - YANTIAN,C-Trousers,2016,8,7,2016,8,7,13.42,CHINA - YANTIAN,-37,-61,40,16,-69,-2,22,116,6.85,65,24
CHINA - YANTIAN,C-Trousers,2016,8,25,2016,8,25,18.75,CHINA - YANTIAN,-55,-79,22,13,-87,-20,4,98,13.42,18,24
CHINA - YANTIAN,C-Trousers,2016,9,23,2016,9,23,10.79,CHINA - YANTIAN,-7,-31,8,69,-25,-49,93,69,18.75,29,24
CHINA - YANTIAN,C-Trousers,2016,11,21,2016,11,21,2.36,CHINA - YANTIAN,-42,-69,34,7,-84,-111,34,7,10.79,59,27
CHINA - YANTIAN,C-Trousers,2016,12,2,2016,12,2,11.53,CHINA - YANTIAN,-53,-76,23,1,-95,0,23,1,2.36,11,23
CHINA - YANTIAN,C-Trousers,2016,12,5,2016,12,5,55,CHINA - YANTIAN,-56,-80,20,3,-98,-2,20,3,11.53,3,24
CHINA - YANTIAN,C-Trousers,2016,12,12,2017,12,12,9.1,CHINA - YANTIAN,-63,-87,13,23,-105,-3,13,99,55,7,24
CHINA - YANTIAN,D-Jackets,2017,1,2,2017,1,2,19.83,CHINA - YANTIAN,0,-30,26,62,0,-30,102,72,30.18,21,30
CHINA - YANTIAN,D-Jackets,2017,1,13,2017,1,13,12.36,CHINA - YANTIAN,-11,-37,15,55,-11,-37,91,65,19.83,11,26
CHINA - YANTIAN,D-Jackets,2017,3,6,2017,3,6,35.6,CHINA - YANTIAN,-34,-58,29,5,-63,-87,39,15,12.36,52,24
CHINA - YANTIAN,D-Jackets,2016,12,12,2017,12,12,30.18,CHINA - YANTIAN,-63,-87,13,23,-105,-3,13,99,3.43,101,24
CHINA - YANTIAN,I-Knitwear,2017,1,2,2017,1,2,4.53,CHINA - YANTIAN,0,-30,26,62,0,-30,102,72,8.26,7,30
CHINA - YANTIAN,I-Knitwear,2017,1,9,2017,1,9,13.35,CHINA - YANTIAN,-7,-37,19,55,-7,-37,95,65,4.53,7,30
CHINA - YANTIAN,I-Knitwear,2017,1,16,2017,1,16,9.82,CHINA - YANTIAN,-14,-44,12,48,-14,-44,88,58,13.35,7,30
CHINA - YANTIAN,I-Knitwear,2017,1,23,2017,1,23,85.38,CHINA - YANTIAN,-21,-54,5,38,-21,-54,81,48,9.82,7,33
CHINA - YANTIAN,I-Knitwear,2017,1,29,2017,1,29,44,CHINA - YANTIAN,0,-42,1,23,-27,-69,75,33,85.38,6,42
CHINA - YANTIAN,I-Knitwear,2017,1,30,2017,1,30,24.94,CHINA - YANTIAN,0,-31,1,33,-28,-59,74,43,44,1,31
CHINA - YANTIAN,I-Knitwear,2017,3,14,2017,3,14,1.2,CHINA - YANTIAN,-42,-69,21,4,-71,-98,31,4,24.94,43,27
CHINA - YANTIAN,I-Knitwear,2016,4,26,2016,4,26,39.61,CHINA - YANTIAN,-22,-45,5,21,-29,-17,6,11,20.61,27,23
CHINA - YANTIAN,I-Knitwear,2016,5,8,2016,5,8,23.93,CHINA - YANTIAN,-6,-30,6,8,-6,-2,22,89,39.61,12,24
CHINA - YANTIAN,I-Knitwear,2016,5,19,2016,5,19,16.76,CHINA - YANTIAN,-5,-29,21,19,-17,-13,11,78,23.93,11,24
CHINA - YANTIAN,I-Knitwear,2016,5,26,2016,5,26,16.4,CHINA - YANTIAN,-12,-36,14,12,-24,-20,4,71,16.76,7,24
CHINA - YANTIAN,I-Knitwear,2016,6,6,2016,6,6,19.24,CHINA - YANTIAN,-23,-48,3,77,-7,-32,84,59,16.4,11,25
CHINA - YANTIAN,I-Knitwear,2016,6,13,2016,6,13,34.06,CHINA - YANTIAN,-4,-28,18,71,-14,-38,77,53,19.24,7,24
CHINA - YANTIAN,I-Knitwear,2016,6,20,2016,6,20,22.47,CHINA - YANTIAN,-11,-35,11,64,-21,-45,70,46,34.06,7,24
CHINA - YANTIAN,I-Knitwear,2016,6,30,2016,6,30,121.95,CHINA - YANTIAN,-21,-45,1,54,-31,-55,60,36,22.47,10,24
CHINA - YANTIAN,I-Knitwear,2016,6,30,2016,6,30,192.21,CHINA - YANTIAN,-21,-45,1,54,-31,-55,60,36,22.47,10,26
CHINA - YANTIAN,I-Knitwear,2016,7,4,2016,7,4,51.52,CHINA - YANTIAN,-3,-27,74,50,-35,-59,56,32,192.21,4,24
CHINA - YANTIAN,I-Knitwear,2016,7,4,2016,7,4,51.52,CHINA - YANTIAN,-3,-27,74,50,-35,-59,56,32,121.95,4,24
CHINA - YANTIAN,I-Knitwear,2016,7,7,2016,7,7,65.08,CHINA - YANTIAN,-6,-32,71,45,-38,-64,53,27,51.52,3,26
CHINA - YANTIAN,I-Knitwear,2016,7,9,2016,7,9,64.1,CHINA - YANTIAN,-8,-32,69,45,-40,-64,51,27,65.08,2,24
CHINA - YANTIAN,I-Knitwear,2016,7,11,2016,7,11,65.15,CHINA - YANTIAN,-10,-32,67,45,-42,-64,49,27,64.1,2,22
CHINA - YANTIAN,I-Knitwear,2016,7,14,2016,7,14,202.6,CHINA - YANTIAN,-13,-40,64,37,-45,-72,46,19,65.15,3,27
CHINA - YANTIAN,I-Knitwear,2016,7,14,2016,7,14,53.67,CHINA - YANTIAN,-13,-40,64,37,-45,-72,46,19,65.15,3,24
CHINA - YANTIAN,I-Knitwear,2016,7,18,2016,7,18,244.86,CHINA - YANTIAN,-17,-40,60,37,-49,-72,42,19,53.67,4,23
CHINA - YANTIAN,I-Knitwear,2016,7,18,2016,7,18,244.86,CHINA - YANTIAN,-17,-40,60,37,-49,-72,42,19,202.6,4,23
CHINA - YANTIAN,I-Knitwear,2016,7,22,2016,7,22,101.98,CHINA - YANTIAN,-21,-44,56,33,-53,-76,38,15,244.86,4,23
CHINA - YANTIAN,I-Knitwear,2016,7,29,2016,7,29,123.05,CHINA - YANTIAN,-28,-52,49,25,-60,-84,31,7,101.98,7,24
CHINA - YANTIAN,I-Knitwear,2016,8,2,2016,8,2,79.09,CHINA - YANTIAN,-32,-55,45,22,-64,-87,27,4,123.05,4,23
CHINA - YANTIAN,I-Knitwear,2016,8,7,2016,8,7,9.87,CHINA - YANTIAN,-37,-61,40,16,-69,-2,22,116,79.09,5,24
CHINA - YANTIAN,I-Knitwear,2016,8,11,2016,8,11,12.06,CHINA - YANTIAN,-41,-65,36,12,-73,-6,18,112,9.87,4,24
CHINA - YANTIAN,I-Knitwear,2016,8,21,2016,8,21,156.98,CHINA - YANTIAN,-51,-75,26,2,-83,-16,8,102,12.06,10,24
CHINA - YANTIAN,I-Knitwear,2016,8,25,2016,8,25,12.85,CHINA - YANTIAN,-55,-79,22,13,-87,-20,4,98,156.98,4,24
CHINA - YANTIAN,I-Knitwear,2016,8,31,2016,8,31,80.95,CHINA - YANTIAN,-61,-82,16,10,-2,-23,116,95,12.85,6,21
CHINA - YANTIAN,I-Knitwear,2016,9,2,2016,9,2,152.27,CHINA - YANTIAN,-63,-86,14,6,-4,-27,114,91,80.95,2,23
CHINA - YANTIAN,I-Knitwear,2016,9,5,2016,9,5,21.4,CHINA - YANTIAN,-66,-89,11,3,-7,-30,111,88,152.27,3,23
CHINA - YANTIAN,I-Knitwear,2016,9,9,2016,9,9,39.58,CHINA - YANTIAN,-70,-93,7,7,-11,-34,107,84,21.4,4,23
CHINA - YANTIAN,I-Knitwear,2016,9,12,2016,9,12,220.24,CHINA - YANTIAN,-73,-98,4,2,-14,-39,104,79,39.58,3,25
CHINA - YANTIAN,I-Knitwear,2016,9,15,2016,9,15,68.09,CHINA - YANTIAN,-76,-100,1,1,-17,-41,101,77,220.24,3,24
CHINA - YANTIAN,I-Knitwear,2016,9,16,2016,9,16,90.62,CHINA - YANTIAN,0,-23,15,1,-18,-41,100,77,68.09,1,23
CHINA - YANTIAN,I-Knitwear,2016,9,18,2016,9,18,94.61,CHINA - YANTIAN,-2,-26,13,74,-20,-44,98,74,90.62,2,24
CHINA - YANTIAN,I-Knitwear,2016,9,23,2016,9,23,68.16,CHINA - YANTIAN,-7,-30,8,70,-25,-48,93,70,94.61,5,23
CHINA - YANTIAN,I-Knitwear,2016,10,2,2016,10,2,29.74,CHINA - YANTIAN,-1,-26,7,59,-34,-59,84,59,68.16,9,25
CHINA - YANTIAN,I-Knitwear,2016,10,23,2016,10,23,16.69,CHINA - YANTIAN,-13,-37,63,39,-55,-79,63,39,29.74,21,24
CHINA - YANTIAN,I-Knitwear,2016,11,9,2016,11,9,32.45,CHINA - YANTIAN,-30,-52,46,24,-72,-94,46,24,16.69,17,22
CHINA - YANTIAN,I-Knitwear,2016,11,21,2016,11,21,12.11,CHINA - YANTIAN,-42,-69,34,7,-84,-111,34,7,32.45,12,27
CHINA - YANTIAN,I-Knitwear,2016,11,27,2016,11,27,11.76,CHINA - YANTIAN,-48,-73,28,3,-90,-115,28,3,12.11,6,25
CHINA - YANTIAN,I-Knitwear,2016,12,5,2016,12,5,25.75,CHINA - YANTIAN,-56,-79,20,4,-98,-1,20,4,11.76,8,23
CHINA - YANTIAN,I-Knitwear,2016,12,12,2017,12,12,75.8,CHINA - YANTIAN,-63,-87,13,23,-105,-3,13,99,25.75,7,24
CHINA - YANTIAN,I-Knitwear,2016,12,16,2017,12,16,5.92,CHINA - YANTIAN,-67,-90,9,20,-109,-6,9,96,75.8,4,23
CHINA - YANTIAN,I-Knitwear,2016,12,20,2017,12,20,5.49,CHINA - YANTIAN,-71,-96,5,14,-113,-12,5,90,5.92,4,25
CHINA - YANTIAN,I-Knitwear,2016,12,26,2017,12,26,8.26,CHINA - YANTIAN,0,-24,1,9,0,-17,1,85,5.49,6,24
CHINA - YANTIAN,M-Tops,2017,1,2,2017,1,2,3.95,CHINA - YANTIAN,0,-30,26,62,0,-30,102,72,18.04,8,30
CHINA - YANTIAN,M-Tops,2017,1,9,2017,1,9,2.04,CHINA - YANTIAN,-7,-37,19,55,-7,-37,95,65,3.95,7,30
CHINA - YANTIAN,M-Tops,2017,1,29,2017,1,29,10.386,CHINA - YANTIAN,0,-42,1,23,-27,-69,75,33,2.04,20,42
CHINA - YANTIAN,M-Tops,2017,1,30,2017,1,30,1.58,CHINA - YANTIAN,0,-31,1,33,-28,-59,74,43,10.386,1,31
CHINA - YANTIAN,M-Tops,2017,3,6,2017,3,6,13.26,CHINA - YANTIAN,-34,-58,29,5,-63,-87,39,15,1.58,35,24
CHINA - YANTIAN,M-Tops,2016,6,20,2016,6,20,3.04,CHINA - YANTIAN,-11,-35,11,64,-21,-45,70,46,0.13,22,24
CHINA - YANTIAN,M-Tops,2016,8,2,2016,8,2,0.38,CHINA - YANTIAN,-32,-55,45,22,-64,-87,27,4,3.04,43,23
CHINA - YANTIAN,M-Tops,2016,8,11,2016,8,11,1.84,CHINA - YANTIAN,-41,-65,36,12,-73,-6,18,112,0.38,9,24
CHINA - YANTIAN,M-Tops,2016,8,25,2016,8,25,2.44,CHINA - YANTIAN,-55,-79,22,13,-87,-20,4,98,1.84,14,24
CHINA - YANTIAN,M-Tops,2016,8,31,2016,8,31,1.64,CHINA - YANTIAN,-61,-82,16,10,-2,-23,116,95,2.44,6,21
CHINA - YANTIAN,M-Tops,2016,9,2,2016,9,2,1.3,CHINA - YANTIAN,-63,-86,14,6,-4,-27,114,91,1.64,2,23
CHINA - YANTIAN,M-Tops,2016,9,9,2016,9,9,2.27,CHINA - YANTIAN,-70,-93,7,7,-11,-34,107,84,1.3,7,23
CHINA - YANTIAN,M-Tops,2016,9,16,2016,9,16,0.07,CHINA - YANTIAN,0,-23,15,1,-18,-41,100,77,2.27,7,23
CHINA - YANTIAN,M-Tops,2016,9,18,2016,9,18,1.96,CHINA - YANTIAN,-2,-26,13,74,-20,-44,98,74,0.07,2,24
CHINA - YANTIAN,M-Tops,2016,11,21,2016,11,21,22.02,CHINA - YANTIAN,-42,-69,34,7,-84,-111,34,7,1.96,64,27
CHINA - YANTIAN,M-Tops,2016,12,25,2017,12,25,18.04,CHINA - YANTIAN,0,-25,1,9,0,-17,1,85,22.02,34,25
CHINA - YANTIAN,S-Shorts,2017,1,2,2017,1,2,15.53,CHINA - YANTIAN,0,-30,26,62,0,-30,102,72,31.81,8,30
CHINA - YANTIAN,S-Shorts,2017,1,23,2017,1,23,35.21,CHINA - YANTIAN,-21,-54,5,38,-21,-54,81,48,15.53,21,33
CHINA - YANTIAN,S-Shorts,2017,2,27,2017,2,27,8.37,CHINA - YANTIAN,-27,-56,36,7,-56,-85,46,17,35.21,35,29
CHINA - YANTIAN,S-Shorts,2017,3,6,2017,3,6,26.38,CHINA - YANTIAN,-34,-58,29,5,-63,-87,39,15,8.37,7,24
CHINA - YANTIAN,S-Shorts,2016,5,1,2016,5,1,26.44,CHINA - YANTIAN,0,-24,1,15,-34,-23,1,5,4.62,17,24
CHINA - YANTIAN,S-Shorts,2016,12,19,2017,12,19,14.77,CHINA - YANTIAN,-70,-96,6,14,-112,-12,6,90,26.44,232,26
CHINA - YANTIAN,S-Shorts,2016,12,25,2017,12,25,31.81,CHINA - YANTIAN,0,-25,1,9,0,-17,1,85,14.77,6,25
CHINA - YANTIAN,Y-Skirts,2017,1,2,2017,1,2,24.4,CHINA - YANTIAN,0,-30,26,62,0,-30,102,72,6.534,3,30
CHINA - YANTIAN,Y-Skirts,2017,1,16,2017,1,16,2.01,CHINA - YANTIAN,-14,-44,12,48,-14,-44,88,58,24.4,14,30
CHINA - YANTIAN,Y-Skirts,2017,1,29,2017,1,29,43.004,CHINA - YANTIAN,0,-42,1,23,-27,-69,75,33,2.01,13,42
CHINA - YANTIAN,Y-Skirts,2017,1,30,2017,1,30,2.83,CHINA - YANTIAN,0,-31,1,33,-28,-59,74,43,43.004,1,31
CHINA - YANTIAN,Y-Skirts,2016,4,5,2016,4,5,10.26,CHINA - YANTIAN,-1,-23,26,4,-8,-30,27,5,25.16,4,22
CHINA - YANTIAN,Y-Skirts,2016,4,12,2016,4,12,0.63,CHINA - YANTIAN,-8,-30,19,10,-15,-2,20,26,10.26,7,22
CHINA - YANTIAN,Y-Skirts,2016,4,26,2016,4,26,7.46,CHINA - YANTIAN,-22,-45,5,21,-29,-17,6,11,0.63,14,23
CHINA - YANTIAN,Y-Skirts,2016,5,1,2016,5,1,47.24,CHINA - YANTIAN,0,-24,1,15,-34,-23,1,5,7.46,5,24
CHINA - YANTIAN,Y-Skirts,2016,5,19,2016,5,19,8.38,CHINA - YANTIAN,-5,-29,21,19,-17,-13,11,78,47.24,18,24
CHINA - YANTIAN,Y-Skirts,2016,5,29,2016,5,29,8.54,CHINA - YANTIAN,-15,-40,11,8,-27,-24,1,67,8.38,10,25
CHINA - YANTIAN,Y-Skirts,2016,6,3,2016,6,3,9.68,CHINA - YANTIAN,-20,-45,6,3,-4,-29,87,62,8.54,5,25
CHINA - YANTIAN,Y-Skirts,2016,6,13,2016,6,13,3.08,CHINA - YANTIAN,-4,-28,18,71,-14,-38,77,53,9.68,10,24
CHINA - YANTIAN,Y-Skirts,2016,6,16,2016,6,16,12.79,CHINA - YANTIAN,-7,-31,15,68,-17,-41,74,50,3.08,3,24
CHINA - YANTIAN,Y-Skirts,2016,6,20,2016,6,20,10.02,CHINA - YANTIAN,-11,-35,11,64,-21,-45,70,46,12.79,4,24
CHINA - YANTIAN,Y-Skirts,2016,7,14,2016,7,14,5.2,CHINA - YANTIAN,-13,-40,64,37,-45,-72,46,19,10.02,24,27
CHINA - YANTIAN,Y-Skirts,2016,7,18,2016,7,18,0.08,CHINA - YANTIAN,-17,-40,60,37,-49,-72,42,19,5.2,4,23
CHINA - YANTIAN,Y-Skirts,2016,8,2,2016,8,2,2.92,CHINA - YANTIAN,-32,-55,45,22,-64,-87,27,4,0.08,15,23
CHINA - YANTIAN,Y-Skirts,2016,8,7,2016,8,7,12.5,CHINA - YANTIAN,-37,-61,40,16,-69,-2,22,116,2.92,5,24
CHINA - YANTIAN,Y-Skirts,2016,8,31,2016,8,31,1.88,CHINA - YANTIAN,-61,-82,16,10,-2,-23,116,95,12.5,24,21
CHINA - YANTIAN,Y-Skirts,2016,9,2,2016,9,2,9.07,CHINA - YANTIAN,-63,-86,14,6,-4,-27,114,91,1.88,2,23
CHINA - YANTIAN,Y-Skirts,2016,9,12,2016,9,12,8.05,CHINA - YANTIAN,-73,-98,4,2,-14,-39,104,79,9.07,10,25
CHINA - YANTIAN,Y-Skirts,2016,9,16,2016,9,16,2.21,CHINA - YANTIAN,0,-23,15,1,-18,-41,100,77,8.05,4,23
CHINA - YANTIAN,Y-Skirts,2016,9,23,2016,9,23,3.26,CHINA - YANTIAN,-7,-31,8,69,-25,-49,93,69,2.21,7,24
CHINA - YANTIAN,Y-Skirts,2016,11,1,2016,11,1,12.84,CHINA - YANTIAN,-22,-44,54,32,-64,-86,54,32,3.26,39,22
CHINA - YANTIAN,Y-Skirts,2016,11,13,2016,11,13,1.97,CHINA - YANTIAN,-34,-58,42,18,-76,-100,42,18,12.84,12,24
CHINA - YANTIAN,Y-Skirts,2016,11,27,2016,11,27,8.04,CHINA - YANTIAN,-48,-73,28,3,-90,-115,28,3,1.97,14,25
CHINA - YANTIAN,Y-Skirts,2016,12,5,2016,12,5,12.33,CHINA - YANTIAN,-56,-79,20,4,-98,-1,20,4,8.04,8,23
CHINA - YANTIAN,Y-Skirts,2016,12,12,2017,12,12,3.43,CHINA - YANTIAN,-63,-87,13,23,-105,-3,13,99,12.33,7,24
CHINA - YANTIAN,Y-Skirts,2016,12,19,2017,12,19,8.71,CHINA - YANTIAN,-70,-96,6,14,-112,-12,6,90,3.43,7,26
CHINA - YANTIAN,Y-Skirts,2016,12,30,2017,12,30,6.534,CHINA - YANTIAN,-3,-26,2,6,-3,-20,2,82,8.71,11,23
MYANMAR - YANGON,D-Jackets,2016,8,18,2016,8,18,0,MYANMAR - YANGON,-48,-105,29,72,-80,-46,11,72,12.4,33,57
PAKISTAN - KARACHI,C-Trousers,2017,2,5,2017,2,5,0,PAKISTAN - KARACHI,-5,-34,58,29,-34,-63,68,39,0,245,29
VIETNAM - HAI PHONG,A-Accessories,2017,1,22,2017,1,22,0,VIETNAM - HAI PHONG,-20,-54,6,38,-20,-54,82,48,50,35,34
VIETNAM - HAI PHONG,A-Accessories,2016,10,9,2016,10,9,40,VIETNAM - HAI PHONG,0,-35,1,42,-41,-76,77,42,25,73,35
VIETNAM - HAI PHONG,A-Accessories,2016,11,20,2016,11,20,0,VIETNAM - HAI PHONG,-41,-72,35,4,-83,-114,35,4,40,42,31
VIETNAM - HAI PHONG,A-Accessories,2016,12,18,2017,12,18,50,VIETNAM - HAI PHONG,-69,-96,7,14,-111,-12,7,90,0,28,27
VIETNAM - HO CHI MINH,A-Accessories,2016,8,15,2016,8,15,0,VIETNAM - HO CHI MINH,-45,-71,32,6,-77,-12,14,106,0,21,26
VIETNAM - HO CHI MINH,A-Accessories,2016,8,17,2016,8,17,0,VIETNAM - HO CHI MINH,-47,-71,30,6,-79,-12,12,106,0,2,24
VIETNAM - HO CHI MINH,D-Jackets,2016,11,7,2016,11,7,0,VIETNAM - HO CHI MINH,-28,-51,48,25,-70,-93,48,25,0,91,23
INDIA - NHAVA SHEVA,K-Shirts,2017,2,3,2017,2,3,0,INDIA - NHAVA SHEVA,-3,-28,60,35,-32,-57,70,45,1.525,71,25
INDIA - NHAVA SHEVA,K-Shirts,2017,3,17,2017,3,17,0,INDIA - NHAVA SHEVA,-45,-66,18,7,-74,-95,28,7,0,42,21
INDIA - NHAVA SHEVA,K-Shirts,2016,7,15,2016,7,15,0,INDIA - NHAVA SHEVA,-14,-33,63,44,-46,-65,45,26,0,7,19
INDIA - NHAVA SHEVA,K-Shirts,2016,9,9,2016,9,9,0,INDIA - NHAVA SHEVA,-70,-91,7,1,-11,-32,107,86,0,56,21
INDIA - NHAVA SHEVA,K-Shirts,2016,9,18,2016,9,18,0,INDIA - NHAVA SHEVA,-2,-29,13,71,-20,-47,98,71,0,9,27
INDIA - NHAVA SHEVA,K-Shirts,2016,11,11,2016,11,11,0,INDIA - NHAVA SHEVA,-32,-53,44,23,-74,-95,44,23,0,54,21
INDIA - NHAVA SHEVA,K-Shirts,2016,11,24,2016,11,24,1.525,INDIA - NHAVA SHEVA,-45,-67,31,9,-87,-109,31,9,0,13,22
INDIA - NHAVA SHEVA,M-Tops,2016,6,17,2016,6,17,0,INDIA - NHAVA SHEVA,-8,-29,14,70,-18,-39,73,52,21.75,63,21
INDIA - NHAVA SHEVA,M-Tops,2016,6,24,2016,6,24,0,INDIA - NHAVA SHEVA,-15,-38,7,61,-25,-48,66,43,0,7,23
INDIA - NHAVA SHEVA,M-Tops,2016,7,8,2016,7,8,0,INDIA - NHAVA SHEVA,-7,-29,70,48,-39,-61,52,30,0,14,22
INDIA - NHAVA SHEVA,M-Tops,2016,11,11,2016,11,11,0,INDIA - NHAVA SHEVA,-32,-53,44,23,-74,-95,44,23,0,126,21
INDIA - NHAVA SHEVA,Y-Skirts,2016,11,11,2016,11,11,0,INDIA - NHAVA SHEVA,-32,-53,44,23,-74,-95,44,23,0,140,21
